nl;contrat_code;contrat_annee;contrat_lieu;contrat_code_lieu;cantiere;lien_F1F2;Lien_codeF1CodeF2;ind_fonction1;ind1_label;ind1_n_act;ind1_C_std;ind1_N_std;ind1_Code_PR;ind1_Code_O;ind_fonction2;ind2_label;ind2_n_act;ind2_C_std;ind2_N_std;ind2_Code_PR;ind2_Code_O
484;C1713_01_256;1713;brunetta;BR;brunetta;G2-S1;G-S;G2;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S1;202 Maciotta G. (IMP/BI);202;maciotta;giacomo;IMP;BI
485;C1713_01_256;1713;brunetta;BR;brunetta;G2-S2;G-S;G2;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S2;315 Romano G. (IMP/BI);315;romano;gio batta;IMP;BI
486;C1713_01_256;1713;brunetta;BR;brunetta;G2-S3;G-S;G2;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S3;200 Maciotta C. (IMP/BI);200;maciotta;carlo;IMP;BI
487;C1713_01_256;1713;brunetta;BR;brunetta;S1-S2;S-S;S1;202 Maciotta G. (IMP/BI);202;maciotta;giacomo;IMP;BI;S2;315 Romano G. (IMP/BI);315;romano;gio batta;IMP;BI
488;C1713_01_256;1713;brunetta;BR;brunetta;S1-S3;S-S;S1;202 Maciotta G. (IMP/BI);202;maciotta;giacomo;IMP;BI;S3;200 Maciotta C. (IMP/BI);200;maciotta;carlo;IMP;BI
489;C1713_01_256;1713;brunetta;BR;brunetta;S2-S3;S-S;S2;315 Romano G. (IMP/BI);315;romano;gio batta;IMP;BI;S3;200 Maciotta C. (IMP/BI);200;maciotta;carlo;IMP;BI
490;C1713_01_264;1713;torino;TO;torino università degli studi;G1-G2;G-G;G1;325 Rossi G. (NS/TO C);325;rossi;gio batta;NS;TO C;G2;86 Cantone D. (CM_B/TO C);86;cantone;domenico;CM_B;TO C
491;C1713_01_264;1713;torino;TO;torino università degli studi;G1-S1;G-S;G1;325 Rossi G. (NS/TO C);325;rossi;gio batta;NS;TO C;S1;193 Langier S. (negoziante/TO C);193;langier;spirito;negoziante;TO C
492;C1713_01_264;1713;torino;TO;torino università degli studi;G1-S2;G-S;G1;325 Rossi G. (NS/TO C);325;rossi;gio batta;NS;TO C;S2;192 Langier G. (negoziante/TO C);192;langier;gio vittorio;negoziante;TO C
493;C1713_01_264;1713;torino;TO;torino università degli studi;G2-S1;G-S;G2;86 Cantone D. (CM_B/TO C);86;cantone;domenico;CM_B;TO C;S1;193 Langier S. (negoziante/TO C);193;langier;spirito;negoziante;TO C
494;C1713_01_264;1713;torino;TO;torino università degli studi;G2-S2;G-S;G2;86 Cantone D. (CM_B/TO C);86;cantone;domenico;CM_B;TO C;S2;192 Langier G. (negoziante/TO C);192;langier;gio vittorio;negoziante;TO C
495;C1713_01_264;1713;torino;TO;torino università degli studi;S1-S2;S-S;S1;193 Langier S. (negoziante/TO C);193;langier;spirito;negoziante;TO C;S2;192 Langier G. (negoziante/TO C);192;langier;gio vittorio;negoziante;TO C
496;C1713_01_271;1713;torino;TO;torino castello di rivoli;G1-G2;G-G;G1;94 Casanova A. (CM_B/CN);94;casanova;antonio;CM_B;CN;G2;389 Zo C. (M_F/BI);389;zo;carlo antonio;M_F;BI
497;C1713_01_271;1713;torino;TO;torino castello di rivoli;G1-S1;G-S;G1;94 Casanova A. (CM_B/CN);94;casanova;antonio;CM_B;CN;S1;369 Ugliengo C. (M_Min/BI);369;ugliengo;carlo maria;M_Min;BI
498;C1713_01_271;1713;torino;TO;torino castello di rivoli;G2-S1;G-S;G2;389 Zo C. (M_F/BI);389;zo;carlo antonio;M_F;BI;S1;369 Ugliengo C. (M_Min/BI);369;ugliengo;carlo maria;M_Min;BI
499;C1713_01_277;1713;torino;TO;torino castello di rivoli;G1-G2;G-G;G1;273 Piazzolo F. (NS/MI);273;piazzolo;francesco;NS;MI;G2;161 Gambone P. (NS/NS);161;gambone;pietro giacomo;NS;NS
500;C1713_01_277;1713;torino;TO;torino castello di rivoli;G1-S1;G-S;G1;273 Piazzolo F. (NS/MI);273;piazzolo;francesco;NS;MI;S1;169 Giani G. (NS/BI);169;giani;gerolamo;NS;BI
501;C1713_01_277;1713;torino;TO;torino castello di rivoli;G1-S2;G-S;G1;273 Piazzolo F. (NS/MI);273;piazzolo;francesco;NS;MI;S2;7 Andicola G. (NS/MI);7;andicola;giacomo;NS;MI
502;C1713_01_277;1713;torino;TO;torino castello di rivoli;G2-S1;G-S;G2;161 Gambone P. (NS/NS);161;gambone;pietro giacomo;NS;NS;S1;169 Giani G. (NS/BI);169;giani;gerolamo;NS;BI
503;C1713_01_277;1713;torino;TO;torino castello di rivoli;G2-S2;G-S;G2;161 Gambone P. (NS/NS);161;gambone;pietro giacomo;NS;NS;S2;7 Andicola G. (NS/MI);7;andicola;giacomo;NS;MI
504;C1713_01_277;1713;torino;TO;torino castello di rivoli;S1-S2;S-S;S1;169 Giani G. (NS/BI);169;giani;gerolamo;NS;BI;S2;7 Andicola G. (NS/MI);7;andicola;giacomo;NS;MI
505;C1714_02_001;1714;torino;TO;torino castello di rivoli;A1-G1;A-G;A1;329 Salié P. (NS/NS);329;salié;pietro;NS;NS;G1;390 Zo G. (M_F/BI);390;zo;gio batta;M_F;BI
506;C1714_02_001;1714;torino;TO;torino castello di rivoli;A1-S1;A-S;A1;329 Salié P. (NS/NS);329;salié;pietro;NS;NS;S1;392 Zo G. (M_F/BI);392;zo;gio henrico;M_F;BI
507;C1714_02_001;1714;torino;TO;torino castello di rivoli;A1-S2;A-S;A1;329 Salié P. (NS/NS);329;salié;pietro;NS;NS;S2;100 Castelli M. (M_F/RO);100;castelli;marco fabio detto il romano;M_F;RO
508;C1714_02_001;1714;torino;TO;torino castello di rivoli;G1-S1;G-S;G1;390 Zo G. (M_F/BI);390;zo;gio batta;M_F;BI;S1;392 Zo G. (M_F/BI);392;zo;gio henrico;M_F;BI
509;C1714_02_001;1714;torino;TO;torino castello di rivoli;G1-S2;G-S;G1;390 Zo G. (M_F/BI);390;zo;gio batta;M_F;BI;S2;100 Castelli M. (M_F/RO);100;castelli;marco fabio detto il romano;M_F;RO
510;C1714_02_001;1714;torino;TO;torino castello di rivoli;S1-S2;S-S;S1;392 Zo G. (M_F/BI);392;zo;gio henrico;M_F;BI;S2;100 Castelli M. (M_F/RO);100;castelli;marco fabio detto il romano;M_F;RO
511;C1714_02_007;1714;brunetta;BR;brunetta;A1-G1;A-G;A1;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI;G1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI
512;C1714_02_007;1714;brunetta;BR;brunetta;A1-S1;A-S;A1;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI;S1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI
513;C1714_02_007;1714;brunetta;BR;brunetta;A1-S2;A-S;A1;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI;S2;302 Righino P. (IMP/MI);302;righino;paulo andrea;IMP;MI
514;C1714_02_007;1714;brunetta;BR;brunetta;A1-S3;A-S;A1;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI;S3;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
515;C1714_02_007;1714;brunetta;BR;brunetta;A1-S4;A-S;A1;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI;S4;283 Pistone G. (IMP/BI);283;pistone;giuseppe antonio;IMP;BI
516;C1714_02_007;1714;brunetta;BR;brunetta;G1-S1;G-S;G1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI;S1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI
517;C1714_02_007;1714;brunetta;BR;brunetta;G1-S2;G-S;G1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI;S2;302 Righino P. (IMP/MI);302;righino;paulo andrea;IMP;MI
518;C1714_02_007;1714;brunetta;BR;brunetta;G1-S3;G-S;G1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI;S3;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
519;C1714_02_007;1714;brunetta;BR;brunetta;G1-S4;G-S;G1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI;S4;283 Pistone G. (IMP/BI);283;pistone;giuseppe antonio;IMP;BI
520;C1714_02_007;1714;brunetta;BR;brunetta;S1-S2;S-S;S1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S2;302 Righino P. (IMP/MI);302;righino;paulo andrea;IMP;MI
521;C1714_02_007;1714;brunetta;BR;brunetta;S1-S3;S-S;S1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S3;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
522;C1714_02_007;1714;brunetta;BR;brunetta;S1-S4;S-S;S1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S4;283 Pistone G. (IMP/BI);283;pistone;giuseppe antonio;IMP;BI
523;C1714_02_007;1714;brunetta;BR;brunetta;S2-S3;S-S;S2;302 Righino P. (IMP/MI);302;righino;paulo andrea;IMP;MI;S3;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
524;C1714_02_007;1714;brunetta;BR;brunetta;S2-S4;S-S;S2;302 Righino P. (IMP/MI);302;righino;paulo andrea;IMP;MI;S4;283 Pistone G. (IMP/BI);283;pistone;giuseppe antonio;IMP;BI
525;C1714_02_007;1714;brunetta;BR;brunetta;S3-S4;S-S;S3;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI;S4;283 Pistone G. (IMP/BI);283;pistone;giuseppe antonio;IMP;BI
526;C1714_02_013;1714;brunetta;BR;brunetta;A1-G1;A-G;A1;198 Machiolo G. (NS/TO C);198;machiolo;gaspare;NS;TO C;G1;199 Machiolo G. (NS/VL);199;machiolo;gio giacomo;NS;VL
527;C1714_02_013;1714;brunetta;BR;brunetta;A1-S1;A-S;A1;198 Machiolo G. (NS/TO C);198;machiolo;gaspare;NS;TO C;S1;374 Vanera M. (IMP/VL);374;vanera;michele;IMP;VL
528;C1714_02_013;1714;brunetta;BR;brunetta;A1-S2;A-S;A1;198 Machiolo G. (NS/TO C);198;machiolo;gaspare;NS;TO C;S2;341 Sereno G. (IMP/Vsu);341;sereno;gioanni;IMP;Vsu
529;C1714_02_013;1714;brunetta;BR;brunetta;A1-S3;A-S;A1;198 Machiolo G. (NS/TO C);198;machiolo;gaspare;NS;TO C;S3;342 Sereno M. (IMP/Vsu);342;sereno;michele;IMP;Vsu
530;C1714_02_013;1714;brunetta;BR;brunetta;A1-S4;A-S;A1;198 Machiolo G. (NS/TO C);198;machiolo;gaspare;NS;TO C;S4;372 Vanera G. (IMP/VL);372;vanera;gioanni;IMP;VL
531;C1714_02_013;1714;brunetta;BR;brunetta;A1-S5;A-S;A1;198 Machiolo G. (NS/TO C);198;machiolo;gaspare;NS;TO C;S5;373 Vanera G. (IMP/VL);373;vanera;giulio;IMP;VL
532;C1714_02_013;1714;brunetta;BR;brunetta;G1-S1;G-S;G1;199 Machiolo G. (NS/VL);199;machiolo;gio giacomo;NS;VL;S1;374 Vanera M. (IMP/VL);374;vanera;michele;IMP;VL
533;C1714_02_013;1714;brunetta;BR;brunetta;G1-S2;G-S;G1;199 Machiolo G. (NS/VL);199;machiolo;gio giacomo;NS;VL;S2;341 Sereno G. (IMP/Vsu);341;sereno;gioanni;IMP;Vsu
534;C1714_02_013;1714;brunetta;BR;brunetta;G1-S3;G-S;G1;199 Machiolo G. (NS/VL);199;machiolo;gio giacomo;NS;VL;S3;342 Sereno M. (IMP/Vsu);342;sereno;michele;IMP;Vsu
535;C1714_02_013;1714;brunetta;BR;brunetta;G1-S4;G-S;G1;199 Machiolo G. (NS/VL);199;machiolo;gio giacomo;NS;VL;S4;372 Vanera G. (IMP/VL);372;vanera;gioanni;IMP;VL
536;C1714_02_013;1714;brunetta;BR;brunetta;G1-S5;G-S;G1;199 Machiolo G. (NS/VL);199;machiolo;gio giacomo;NS;VL;S5;373 Vanera G. (IMP/VL);373;vanera;giulio;IMP;VL
537;C1714_02_013;1714;brunetta;BR;brunetta;S1-S2;S-S;S1;374 Vanera M. (IMP/VL);374;vanera;michele;IMP;VL;S2;341 Sereno G. (IMP/Vsu);341;sereno;gioanni;IMP;Vsu
538;C1714_02_013;1714;brunetta;BR;brunetta;S1-S3;S-S;S1;374 Vanera M. (IMP/VL);374;vanera;michele;IMP;VL;S3;342 Sereno M. (IMP/Vsu);342;sereno;michele;IMP;Vsu
539;C1714_02_013;1714;brunetta;BR;brunetta;S1-S4;S-S;S1;374 Vanera M. (IMP/VL);374;vanera;michele;IMP;VL;S4;372 Vanera G. (IMP/VL);372;vanera;gioanni;IMP;VL
540;C1714_02_013;1714;brunetta;BR;brunetta;S1-S5;S-S;S1;374 Vanera M. (IMP/VL);374;vanera;michele;IMP;VL;S5;373 Vanera G. (IMP/VL);373;vanera;giulio;IMP;VL
541;C1714_02_013;1714;brunetta;BR;brunetta;S2-S3;S-S;S2;341 Sereno G. (IMP/Vsu);341;sereno;gioanni;IMP;Vsu;S3;342 Sereno M. (IMP/Vsu);342;sereno;michele;IMP;Vsu
542;C1714_02_013;1714;brunetta;BR;brunetta;S2-S4;S-S;S2;341 Sereno G. (IMP/Vsu);341;sereno;gioanni;IMP;Vsu;S4;372 Vanera G. (IMP/VL);372;vanera;gioanni;IMP;VL
543;C1714_02_013;1714;brunetta;BR;brunetta;S2-S5;S-S;S2;341 Sereno G. (IMP/Vsu);341;sereno;gioanni;IMP;Vsu;S5;373 Vanera G. (IMP/VL);373;vanera;giulio;IMP;VL
544;C1714_02_013;1714;brunetta;BR;brunetta;S3-S4;S-S;S3;342 Sereno M. (IMP/Vsu);342;sereno;michele;IMP;Vsu;S4;372 Vanera G. (IMP/VL);372;vanera;gioanni;IMP;VL
545;C1714_02_013;1714;brunetta;BR;brunetta;S3-S5;S-S;S3;342 Sereno M. (IMP/Vsu);342;sereno;michele;IMP;Vsu;S5;373 Vanera G. (IMP/VL);373;vanera;giulio;IMP;VL
546;C1714_02_013;1714;brunetta;BR;brunetta;S4-S5;S-S;S4;372 Vanera G. (IMP/VL);372;vanera;gioanni;IMP;VL;S5;373 Vanera G. (IMP/VL);373;vanera;giulio;IMP;VL
547;C1714_02_019;1714;mortara;MOR;mortara fortificazioni;A1-G1;A-G;A1;377 Vanone A. (negoziante/MI);377;vanone;antonio maria;negoziante;MI;G1;299 Righino G. (fondichiere/TO C);299;righino;gerolamo;fondichiere;TO C
548;C1714_02_019;1714;mortara;MOR;mortara fortificazioni;A1-S1;A-S;A1;377 Vanone A. (negoziante/MI);377;vanone;antonio maria;negoziante;MI;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI
549;C1714_02_019;1714;mortara;MOR;mortara fortificazioni;A1-S2;A-S;A1;377 Vanone A. (negoziante/MI);377;vanone;antonio maria;negoziante;MI;S2;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI
550;C1714_02_019;1714;mortara;MOR;mortara fortificazioni;A1-S3;A-S;A1;377 Vanone A. (negoziante/MI);377;vanone;antonio maria;negoziante;MI;S3;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
551;C1714_02_019;1714;mortara;MOR;mortara fortificazioni;A1-S4;A-S;A1;377 Vanone A. (negoziante/MI);377;vanone;antonio maria;negoziante;MI;S4;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI
552;C1714_02_019;1714;mortara;MOR;mortara fortificazioni;A1-S5;A-S;A1;377 Vanone A. (negoziante/MI);377;vanone;antonio maria;negoziante;MI;S5;302 Righino P. (IMP/MI);302;righino;paulo andrea;IMP;MI
553;C1714_02_019;1714;mortara;MOR;mortara fortificazioni;A1-S6;A-S;A1;377 Vanone A. (negoziante/MI);377;vanone;antonio maria;negoziante;MI;S6;187 Groppi C. (CM_M/MI);187;groppi;carlo;CM_M;MI
554;C1714_02_019;1714;mortara;MOR;mortara fortificazioni;A1-S7;A-S;A1;377 Vanone A. (negoziante/MI);377;vanone;antonio maria;negoziante;MI;S7;111 Constanzo B. (IMP/PI);111;constanzo;bartolomeo;IMP;PI
555;C1714_02_019;1714;mortara;MOR;mortara fortificazioni;G1-S1;G-S;G1;299 Righino G. (fondichiere/TO C);299;righino;gerolamo;fondichiere;TO C;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI
556;C1714_02_019;1714;mortara;MOR;mortara fortificazioni;G1-S2;G-S;G1;299 Righino G. (fondichiere/TO C);299;righino;gerolamo;fondichiere;TO C;S2;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI
557;C1714_02_019;1714;mortara;MOR;mortara fortificazioni;G1-S3;G-S;G1;299 Righino G. (fondichiere/TO C);299;righino;gerolamo;fondichiere;TO C;S3;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
558;C1714_02_019;1714;mortara;MOR;mortara fortificazioni;G1-S4;G-S;G1;299 Righino G. (fondichiere/TO C);299;righino;gerolamo;fondichiere;TO C;S4;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI
559;C1714_02_019;1714;mortara;MOR;mortara fortificazioni;G1-S5;G-S;G1;299 Righino G. (fondichiere/TO C);299;righino;gerolamo;fondichiere;TO C;S5;302 Righino P. (IMP/MI);302;righino;paulo andrea;IMP;MI
560;C1714_02_019;1714;mortara;MOR;mortara fortificazioni;G1-S6;G-S;G1;299 Righino G. (fondichiere/TO C);299;righino;gerolamo;fondichiere;TO C;S6;187 Groppi C. (CM_M/MI);187;groppi;carlo;CM_M;MI
561;C1714_02_019;1714;mortara;MOR;mortara fortificazioni;G1-S7;G-S;G1;299 Righino G. (fondichiere/TO C);299;righino;gerolamo;fondichiere;TO C;S7;111 Constanzo B. (IMP/PI);111;constanzo;bartolomeo;IMP;PI
562;C1714_02_019;1714;mortara;MOR;mortara fortificazioni;S1-S2;S-S;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI;S2;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI
563;C1714_02_019;1714;mortara;MOR;mortara fortificazioni;S1-S3;S-S;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI;S3;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
564;C1714_02_019;1714;mortara;MOR;mortara fortificazioni;S1-S4;S-S;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI;S4;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI
565;C1714_02_019;1714;mortara;MOR;mortara fortificazioni;S1-S5;S-S;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI;S5;302 Righino P. (IMP/MI);302;righino;paulo andrea;IMP;MI
566;C1714_02_019;1714;mortara;MOR;mortara fortificazioni;S1-S6;S-S;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI;S6;187 Groppi C. (CM_M/MI);187;groppi;carlo;CM_M;MI
567;C1714_02_019;1714;mortara;MOR;mortara fortificazioni;S1-S7;S-S;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI;S7;111 Constanzo B. (IMP/PI);111;constanzo;bartolomeo;IMP;PI
568;C1714_02_019;1714;mortara;MOR;mortara fortificazioni;S2-S3;S-S;S2;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S3;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
569;C1714_02_019;1714;mortara;MOR;mortara fortificazioni;S2-S4;S-S;S2;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S4;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI
570;C1714_02_019;1714;mortara;MOR;mortara fortificazioni;S2-S5;S-S;S2;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S5;302 Righino P. (IMP/MI);302;righino;paulo andrea;IMP;MI
571;C1714_02_019;1714;mortara;MOR;mortara fortificazioni;S2-S6;S-S;S2;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S6;187 Groppi C. (CM_M/MI);187;groppi;carlo;CM_M;MI
572;C1714_02_019;1714;mortara;MOR;mortara fortificazioni;S2-S7;S-S;S2;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S7;111 Constanzo B. (IMP/PI);111;constanzo;bartolomeo;IMP;PI
573;C1714_02_019;1714;mortara;MOR;mortara fortificazioni;S3-S4;S-S;S3;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI;S4;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI
574;C1714_02_019;1714;mortara;MOR;mortara fortificazioni;S3-S5;S-S;S3;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI;S5;302 Righino P. (IMP/MI);302;righino;paulo andrea;IMP;MI
575;C1714_02_019;1714;mortara;MOR;mortara fortificazioni;S3-S6;S-S;S3;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI;S6;187 Groppi C. (CM_M/MI);187;groppi;carlo;CM_M;MI
576;C1714_02_019;1714;mortara;MOR;mortara fortificazioni;S3-S7;S-S;S3;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI;S7;111 Constanzo B. (IMP/PI);111;constanzo;bartolomeo;IMP;PI
577;C1714_02_019;1714;mortara;MOR;mortara fortificazioni;S4-S5;S-S;S4;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI;S5;302 Righino P. (IMP/MI);302;righino;paulo andrea;IMP;MI
578;C1714_02_019;1714;mortara;MOR;mortara fortificazioni;S4-S6;S-S;S4;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI;S6;187 Groppi C. (CM_M/MI);187;groppi;carlo;CM_M;MI
579;C1714_02_019;1714;mortara;MOR;mortara fortificazioni;S4-S7;S-S;S4;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI;S7;111 Constanzo B. (IMP/PI);111;constanzo;bartolomeo;IMP;PI
580;C1714_02_019;1714;mortara;MOR;mortara fortificazioni;S5-S6;S-S;S5;302 Righino P. (IMP/MI);302;righino;paulo andrea;IMP;MI;S6;187 Groppi C. (CM_M/MI);187;groppi;carlo;CM_M;MI
581;C1714_02_019;1714;mortara;MOR;mortara fortificazioni;S5-S7;S-S;S5;302 Righino P. (IMP/MI);302;righino;paulo andrea;IMP;MI;S7;111 Constanzo B. (IMP/PI);111;constanzo;bartolomeo;IMP;PI
582;C1714_02_019;1714;mortara;MOR;mortara fortificazioni;S6-S7;S-S;S6;187 Groppi C. (CM_M/MI);187;groppi;carlo;CM_M;MI;S7;111 Constanzo B. (IMP/PI);111;constanzo;bartolomeo;IMP;PI
583;C1714_02_027;1714;brunetta;BR;brunetta;A1-G1;A-G;A1;114 Corte G. (NS/BI);114;corte;giuseppe;NS;BI;G1;186 Griva G. (NS/TO C);186;griva;gio antonio;NS;TO C
584;C1714_02_027;1714;brunetta;BR;brunetta;A1-S1;A-S;A1;114 Corte G. (NS/BI);114;corte;giuseppe;NS;BI;S1;375 Vani A. (IMP/BI);375;vani;antonio;IMP;BI
585;C1714_02_027;1714;brunetta;BR;brunetta;A1-S2;A-S;A1;114 Corte G. (NS/BI);114;corte;giuseppe;NS;BI;S2;210 Magnano G. (CM_M/BI);210;magnano;gio batta;CM_M;BI
586;C1714_02_027;1714;brunetta;BR;brunetta;A1-S3;A-S;A1;114 Corte G. (NS/BI);114;corte;giuseppe;NS;BI;S3;320 Rondoletto G. (IMP/BI);320;rondoletto;gio martino;IMP;BI
587;C1714_02_027;1714;brunetta;BR;brunetta;A1-S4;A-S;A1;114 Corte G. (NS/BI);114;corte;giuseppe;NS;BI;S4;12 Arduino G. (NS/NS);12;arduino;giacomo;NS;NS
588;C1714_02_027;1714;brunetta;BR;brunetta;A1-S5;A-S;A1;114 Corte G. (NS/BI);114;corte;giuseppe;NS;BI;S5;361 Toscanello F. (impresaro minatore/LU);361;toscanello;francesco;impresaro minatore;LU
589;C1714_02_027;1714;brunetta;BR;brunetta;G1-S1;G-S;G1;186 Griva G. (NS/TO C);186;griva;gio antonio;NS;TO C;S1;375 Vani A. (IMP/BI);375;vani;antonio;IMP;BI
590;C1714_02_027;1714;brunetta;BR;brunetta;G1-S2;G-S;G1;186 Griva G. (NS/TO C);186;griva;gio antonio;NS;TO C;S2;210 Magnano G. (CM_M/BI);210;magnano;gio batta;CM_M;BI
591;C1714_02_027;1714;brunetta;BR;brunetta;G1-S3;G-S;G1;186 Griva G. (NS/TO C);186;griva;gio antonio;NS;TO C;S3;320 Rondoletto G. (IMP/BI);320;rondoletto;gio martino;IMP;BI
592;C1714_02_027;1714;brunetta;BR;brunetta;G1-S4;G-S;G1;186 Griva G. (NS/TO C);186;griva;gio antonio;NS;TO C;S4;12 Arduino G. (NS/NS);12;arduino;giacomo;NS;NS
593;C1714_02_027;1714;brunetta;BR;brunetta;G1-S5;G-S;G1;186 Griva G. (NS/TO C);186;griva;gio antonio;NS;TO C;S5;361 Toscanello F. (impresaro minatore/LU);361;toscanello;francesco;impresaro minatore;LU
594;C1714_02_027;1714;brunetta;BR;brunetta;S1-S2;S-S;S1;375 Vani A. (IMP/BI);375;vani;antonio;IMP;BI;S2;210 Magnano G. (CM_M/BI);210;magnano;gio batta;CM_M;BI
595;C1714_02_027;1714;brunetta;BR;brunetta;S1-S3;S-S;S1;375 Vani A. (IMP/BI);375;vani;antonio;IMP;BI;S3;320 Rondoletto G. (IMP/BI);320;rondoletto;gio martino;IMP;BI
596;C1714_02_027;1714;brunetta;BR;brunetta;S1-S4;S-S;S1;375 Vani A. (IMP/BI);375;vani;antonio;IMP;BI;S4;12 Arduino G. (NS/NS);12;arduino;giacomo;NS;NS
597;C1714_02_027;1714;brunetta;BR;brunetta;S1-S5;S-S;S1;375 Vani A. (IMP/BI);375;vani;antonio;IMP;BI;S5;361 Toscanello F. (impresaro minatore/LU);361;toscanello;francesco;impresaro minatore;LU
598;C1714_02_027;1714;brunetta;BR;brunetta;S2-S3;S-S;S2;210 Magnano G. (CM_M/BI);210;magnano;gio batta;CM_M;BI;S3;320 Rondoletto G. (IMP/BI);320;rondoletto;gio martino;IMP;BI
599;C1714_02_027;1714;brunetta;BR;brunetta;S2-S4;S-S;S2;210 Magnano G. (CM_M/BI);210;magnano;gio batta;CM_M;BI;S4;12 Arduino G. (NS/NS);12;arduino;giacomo;NS;NS
600;C1714_02_027;1714;brunetta;BR;brunetta;S2-S5;S-S;S2;210 Magnano G. (CM_M/BI);210;magnano;gio batta;CM_M;BI;S5;361 Toscanello F. (impresaro minatore/LU);361;toscanello;francesco;impresaro minatore;LU
601;C1714_02_027;1714;brunetta;BR;brunetta;S3-S4;S-S;S3;320 Rondoletto G. (IMP/BI);320;rondoletto;gio martino;IMP;BI;S4;12 Arduino G. (NS/NS);12;arduino;giacomo;NS;NS
